spike	Rngerm.CD.R13.star	Rngerm.CD.R14.star	Rngerm.CD.R15.star	Rngerm.CD.R16.star	Rngerm.HFD.R10.star	Rngerm.HFD.R11.star	Rngerm.HFD.R12.star	Rngerm.HFD.R9.star
spike-in_13.5_0.15_11798	11851	8024	9291	6655	13150	9283	9704	7962
spike-in_13.5_0.15_11799	9005	7643	12136	8523	14148	8484	8942	8749
spike-in_13.5_0.15_11800	9081	8012	13383	10943	15958	10183	10387	9674
spike-in_13.5_0.15_11801	15024	11654	12651	8665	18738	12394	12562	11238
spike-in_8.5_3.45_11802	309	399	590	713	7174	4592	5349	4375
spike-in_8.5_3.45_11803	316	263	340	247	4511	2698	3221	2679
spike-in_8.5_3.45_11804	382	261	208	205	3977	2678	2693	2607
spike-in_8.5_3.45_11805	394	351	566	475	6166	4334	4492	4034
spike-in_8.5_3.45_11806	377	346	499	423	6070	3748	4023	3984
spike-in_8.5_3.45_11807	391	352	625	515	6717	4500	4264	4704
spike-in_8.5_3.45_11808	455	316	603	502	5967	5712	5100	3591
spike-in_8.5_3.45_11809	307	269	383	187	4150	2813	2732	2772
spike-in_8.5_3.45_11810	316	263	340	247	4798	2584	3147	2174
spike-in_8.5_3.45_11811	336	263	442	253	5390	2231	3668	2682
spike-in_8.5_3.45_11812	308	269	454	380	5457	3377	3590	3494
spike-in_8.5_3.45_11813	517	402	486	334	6464	4383	4248	3995
spike-in_8.5_3.45_11814	331	202	300	255	4212	2751	2696	2639
spike-in_8.5_3.45_11815	273	298	300	242	4491	2794	2974	2308
spike-in_8.5_3.45_11816	334	284	407	237	4517	2963	3049	2993
spike-in_8.5_3.45_11817	281	324	457	536	5682	3740	3931	3737
spike-in_8.5_3.45_11818	396	414	429	327	4946	4317	4259	3351
spike-in_8.5_3.45_11819	273	308	422	299	5350	2634	3814	2266
spike-in_8.5_3.45_11820	302	241	481	253	4598	3171	3309	2881
spike-in_8.5_3.45_11821	225	188	213	418	3945	2451	2653	2290
spike-in_8.5_3.45_11822	385	307	547	618	6929	3983	4677	4473
spike-in_8.5_3.45_11823	178	211	369	268	3675	2499	2544	2302
spike-in_8.5_3.45_11824	318	358	528	498	6073	4625	4576	3960
spike-in_8.5_3.45_11825	296	271	453	422	4472	4074	4378	2757
spike-in_8.5_3.45_11826	400	390	553	501	6958	4294	4709	4267
spike-in_8.5_3.45_11827	211	280	431	378	4822	3131	3046	3075
spike-in_8.5_3.45_11828	287	393	452	335	5750	3388	3803	3622
spike-in_8.5_3.45_11829	283	271	420	372	4753	3406	3530	2989
spike-in_8.5_3.45_11830	412	322	500	312	6039	3782	4148	3496
spike-in_8.5_3.45_11831	244	256	372	348	4583	2939	3177	2600
spike-in_8.5_3.45_11832	328	344	340	264	4743	3178	3280	3215
spike-in_8.5_3.45_11833	520	380	493	359	6562	4354	4221	4268
spike-in_8.5_3.45_11834	505	385	437	364	6356	4051	4397	3878
spike-in_8.5_3.45_11835	282	307	409	524	6185	3291	4193	3454
spike-in_8.5_3.45_11836	337	260	586	553	6474	3986	4445	4173
spike-in_8.5_3.45_11837	281	257	387	402	4979	3022	3279	3217
spike-in_8.5_3.45_11838	373	324	653	664	7658	4432	5167	4194
spike-in_8.5_3.45_11839	428	296	578	432	6814	4049	4698	3987
spike-in_8.5_3.45_11840	401	318	531	409	5978	4096	4867	3246
spike-in_8.5_3.45_11841	194	216	296	315	3675	2499	2544	2302
spike-in_7.5_0.85_11842	120	109	134	299	352	303	298	234
spike-in_7.5_0.85_11843	220	201	344	251	619	327	442	444
spike-in_7.5_0.85_11844	126	126	148	110	281	220	236	179
spike-in_7.5_0.85_11845	164	178	140	151	395	220	303	193
spike-in_7.5_0.85_11846	132	107	187	162	367	265	241	204
spike-in_7.5_0.85_11847	120	114	166	115	319	208	230	175
spike-in_7.5_0.85_11848	257	205	306	242	604	425	516	339
spike-in_7.5_0.85_11849	153	166	183	98	424	225	232	238
spike-in_7.5_0.85_11850	114	112	166	153	281	231	264	188
spike-in_7.5_0.85_11851	132	141	209	219	438	308	261	264
spike-in_7.5_0.85_11852	227	229	293	237	656	347	448	376
spike-in_7.5_0.85_11853	90	90	183	198	363	202	240	230
spike-in_7.5_0.85_11854	159	130	216	165	408	327	257	251
spike-in_7.5_0.85_11855	193	104	152	97	326	229	215	218
spike-in_7.5_0.85_11856	201	169	270	201	482	303	426	298
spike-in_7.5_0.85_11857	229	190	269	288	530	416	480	333
spike-in_7.5_0.85_11858	160	131	246	245	518	314	350	261
spike-in_7.5_0.85_11859	158	171	190	143	411	225	316	279
spike-in_7.5_0.85_11860	266	212	273	249	567	420	509	301
spike-in_7.5_0.85_11861	218	212	287	262	640	396	421	318
spike-in_7.5_0.85_11862	168	150	196	158	408	256	252	262
spike-in_7.5_0.85_11863	201	212	305	266	619	368	484	331
spike-in_7.5_0.85_11864	164	178	140	151	394	235	248	293
spike-in_7.5_0.85_11865	189	163	270	239	540	313	374	338
spike-in_7.5_0.85_11866	257	205	306	242	794	466	257	254
spike-in_7.5_0.85_11867	119	114	162	158	315	198	244	214
spike-in_7.5_0.85_11868	118	121	157	199	360	223	268	191
spike-in_7.5_0.85_11869	148	144	240	160	413	274	267	276
spike-in_7.5_0.85_11870	99	115	261	210	410	249	234	320
spike-in_7.5_0.85_11871	137	159	186	144	368	264	266	212
spike-in_7.5_0.85_11872	176	127	217	222	461	291	359	257
spike-in_7.5_0.85_11873	154	148	144	104	400	176	263	182
spike-in_7.5_0.85_11874	218	202	330	230	661	311	499	346
spike-in_7.5_0.85_11875	167	179	247	275	525	371	313	391
spike-in_7.5_0.85_11876	80	103	194	233	427	242	202	259
spike-in_7.5_0.85_11877	178	180	304	256	638	312	373	376
spike-in_7.5_0.85_11878	156	154	220	224	468	278	294	291
spike-in_7.5_0.85_11879	203	187	200	108	427	281	262	284
spike-in_7.5_0.85_11880	216	170	264	223	571	296	335	349
spike-in_7.5_0.85_11881	198	155	279	212	529	402	400	206
spike-in_7.5_0.85_11882	140	149	252	210	507	236	289	287
spike-in_7.5_0.85_11883	180	135	240	191	436	303	365	279
spike-in_7.5_0.85_11884	149	142	163	123	579	61	84	348
spike-in_11.5_0.55_11885	2235	1845	2819	2513	4869	3209	3249	2904
spike-in_11.5_0.55_11886	3443	3036	4796	4157	7322	4865	4998	4782
spike-in_11.5_0.55_11887	3052	2524	2516	2107	5405	3452	3226	3239
spike-in_11.5_0.55_11888	4301	3469	3330	2982	6157	5814	5428	3794
spike-in_11.5_0.55_11889	2969	2672	3972	2206	5511	4584	4609	3110
spike-in_11.5_0.55_11890	2050	1867	2981	2784	4704	3298	2989	2967
spike-in_11.5_0.55_11891	2223	1759	2514	2090	4139	2616	3008	2683
spike-in_11.5_0.55_11892	2304	1898	2609	1949	4013	3148	3331	2424
spike-in_11.5_0.55_11893	2118	2015	2888	2417	4682	3097	3210	2666
spike-in_11.5_0.55_11894	2190	1913	3040	1974	4852	3114	2887	2906
spike-in_11.5_0.55_11895	1824	1496	2537	2639	4429	2538	3502	2122
spike-in_11.5_0.55_11896	2250	2051	3182	2749	4837	3556	3455	2848
spike-in_11.5_0.55_11897	2810	2247	3792	2893	5345	4818	4204	2668
spike-in_11.5_0.55_11898	2503	2179	3269	2549	5288	3594	3735	3279
spike-in_11.5_0.55_11899	1877	1727	2772	2263	4700	2913	2811	2616
spike-in_11.5_0.55_11900	1995	1717	2966	2406	4820	2803	3462	2664
spike-in_11.5_0.55_11901	1979	1708	2779	2340	4418	2864	3024	2827
spike-in_11.5_0.55_11902	1776	1591	2672	2360	4141	2712	2705	2504
spike-in_11.5_0.55_11903	2836	2277	3084	2611	5248	3288	3422	3544
spike-in_11.5_0.55_11904	2414	2119	2963	2204	4250	3182	3305	3028
spike-in_11.5_0.55_11905	2824	2239	2446	1619	4650	2963	3036	2955
spike-in_11.5_0.55_11906	2597	2290	2867	1597	4412	3131	3343	2842
spike-in_11.5_0.55_11907	2272	2087	3544	3009	4920	3757	3615	3206
spike-in_11.5_0.55_11908	2502	2110	3458	2799	5844	2779	4037	3026
spike-in_11.5_0.55_11909	1867	1705	3107	2573	4585	3037	3060	2859
spike-in_11.5_0.55_11910	4549	3249	4629	3886	8502	4251	6142	4629
spike-in_11.5_0.55_11911	2837	2575	4693	4588	7438	4593	4806	4464
spike-in_11.5_0.55_11912	2675	1826	3007	2573	4900	3128	3832	2758
spike-in_11.5_0.55_11913	2737	2471	4037	3111	5181	4626	5204	3393
spike-in_8.5_0.65_11914	425	294	572	546	975	646	606	684
spike-in_8.5_0.65_11915	417	422	557	428	1021	566	727	526
spike-in_8.5_0.65_11916	455	272	589	590	1070	626	654	652
spike-in_8.5_0.65_11917	306	275	416	528	752	503	538	527
spike-in_8.5_0.65_11918	325	282	267	177	556	412	319	373
spike-in_8.5_0.65_11919	359	407	686	271	987	551	669	577
spike-in_8.5_0.65_11920	264	207	397	312	694	393	474	350
spike-in_8.5_0.65_11921	260	214	336	287	600	313	445	374
spike-in_8.5_0.65_11922	237	217	359	348	640	396	421	318
spike-in_8.5_0.65_11923	363	360	533	415	912	524	648	509
spike-in_8.5_0.65_11924	233	247	323	314	676	304	422	370
spike-in_8.5_0.65_11925	296	213	274	266	587	344	277	402
spike-in_8.5_0.65_11926	360	281	483	469	883	554	598	479
spike-in_8.5_0.65_11927	473	341	598	383	1075	555	699	484
spike-in_8.5_0.65_11928	252	242	359	232	602	323	470	291
spike-in_8.5_0.65_11929	210	195	350	346	620	366	394	350
spike-in_8.5_0.65_11930	246	229	327	326	654	409	354	410
spike-in_8.5_0.65_11931	408	306	491	448	888	619	614	554
spike-in_8.5_0.65_11932	353	314	564	621	933	697	608	682
spike-in_8.5_0.65_11933	276	284	371	495	796	487	549	472
spike-in_8.5_0.65_11934	282	309	306	141	691	349	372	268
spike-in_8.5_0.65_11935	306	275	416	528	778	518	527	522
spike-in_8.5_0.65_11936	452	342	412	316	1001	424	675	322
spike-in_8.5_0.65_11937	191	228	444	363	604	425	516	339
spike-in_8.5_0.65_11938	383	192	273	242	492	489	460	283
spike-in_8.5_0.65_11939	297	286	368	238	594	360	460	448
spike-in_8.5_0.65_11940	476	455	539	472	725	801	852	778
spike-in_8.5_0.65_11941	335	244	475	461	811	605	463	562
spike-in_8.5_0.65_11942	400	384	426	257	779	492	517	459
spike-in_8.5_0.65_11943	302	285	288	285	612	411	420	360
spike-in_8.5_0.65_11944	446	416	597	484	1075	666	541	666
spike-in_8.5_0.65_11945	223	172	405	294	583	361	404	322
spike-in_8.5_0.65_11946	324	260	461	491	818	514	560	441
spike-in_8.5_0.65_11947	296	225	435	363	766	479	450	427
spike-in_8.5_0.65_11948	335	237	398	328	685	456	517	448
spike-in_8.5_0.65_11949	257	238	336	257	618	318	401	327
spike-in_8.5_0.65_11950	393	325	560	436	797	684	739	471
spike-in_8.5_0.65_11951	385	330	448	361	764	572	645	441
spike-in_8.5_0.65_11952	450	522	491	337	1021	571	708	549
spike-in_8.5_0.65_11953	409	382	582	481	975	644	597	597
spike-in_8.5_0.65_11954	292	256	434	351	667	446	432	487
spike-in_8.5_0.65_11955	372	364	374	251	706	437	446	512
spike-in_8.5_0.65_11956	439	371	389	247	659	607	497	460
spike-in_6.5_3.95_11957	86	59	92	33	1625	939	1054	761
spike-in_6.5_3.95_11958	75	62	72	86	1444	1143	1022	1021
spike-in_6.5_3.95_11959	71	75	140	128	2236	1520	1481	1279
spike-in_6.5_3.95_11960	26	65	101	100	1666	859	1054	901
spike-in_6.5_3.95_11961	90	47	67	83	2037	840	1281	361
spike-in_6.5_3.95_11962	67	46	77	132	1690	1098	1184	1099
spike-in_6.5_3.95_11963	125	134	119	109	2381	1976	1986	1304
spike-in_6.5_3.95_11964	115	73	126	147	2640	1258	1946	1356
spike-in_6.5_3.95_11965	78	62	58	88	1587	1107	1034	906
spike-in_6.5_3.95_11966	52	69	114	106	1924	1090	1360	1091
spike-in_6.5_3.95_11967	93	85	111	125	2126	1417	1504	1229
spike-in_6.5_3.95_11968	84	63	116	108	1982	1315	1267	1244
spike-in_6.5_3.95_11969	142	111	165	63	2381	1976	1986	1304
spike-in_6.5_3.95_11970	94	59	64	61	1542	1008	981	918
spike-in_6.5_3.95_11971	141	84	111	108	2485	1603	1493	1582
spike-in_6.5_3.95_11972	86	66	70	44	1346	972	1019	934
spike-in_6.5_3.95_11973	73	91	78	135	1967	1416	1296	1278
spike-in_6.5_3.95_11974	72	85	108	80	1871	1234	1192	1203
spike-in_6.5_3.95_11975	78	72	82	80	1835	1026	1223	953
spike-in_6.5_3.95_11976	96	96	130	107	2405	1372	1622	1351
spike-in_6.5_3.95_11977	67	89	151	113	2353	1256	1665	1126
spike-in_6.5_3.95_11978	127	101	102	125	2560	1364	1619	1394
spike-in_6.5_3.95_11979	100	85	139	162	2590	1537	1585	1662
spike-in_6.5_3.95_11980	86	67	132	82	2035	1248	1413	1210
spike-in_6.5_3.95_11981	96	63	110	87	1517	1502	1456	921
spike-in_6.5_3.95_11982	76	66	93	41	1655	856	1102	848
spike-in_6.5_3.95_11983	109	113	133	129	2559	1628	1638	1568
spike-in_6.5_3.95_11984	108	111	131	155	2847	1677	1795	1678
spike-in_6.5_3.95_11985	93	81	137	131	2230	1606	1555	1376
spike-in_6.5_3.95_11986	43	49	85	79	1599	800	998	666
spike-in_6.5_3.95_11987	142	75	139	73	2210	1425	1498	1396
spike-in_6.5_3.95_11988	28	66	95	66	1505	822	1096	717
spike-in_6.5_3.95_11989	68	69	119	133	2032	1275	1405	1453
spike-in_6.5_3.95_11990	57	52	106	111	1961	1166	1367	775
spike-in_6.5_3.95_11991	83	59	91	84	1640	1134	1058	1178
spike-in_6.5_3.95_11992	118	76	136	57	2266	1160	1676	1029
spike-in_6.5_3.95_11993	50	77	115	77	1690	1049	1195	1109
spike-in_6.5_3.95_11994	51	74	109	38	1444	981	875	997
spike-in_6.5_3.95_11995	60	70	123	117	1992	1322	1102	1165
spike-in_6.5_3.95_11996	99	84	178	132	2764	1673	1939	1548
spike-in_6.5_3.95_11997	96	78	140	177	2215	2129	1907	1349
spike-in_6.5_3.95_11998	108	111	167	109	2660	1701	1584	1629
spike-in_6.5_3.95_11999	96	104	136	141	2335	1588	1760	1571
spike-in_6.5_3.95_12000	121	100	113	42	2008	1293	1155	1329
spike-in_6.5_3.95_12001	54	85	119	81	1726	1192	1184	1203
spike-in_6.5_3.95_12002	112	95	162	119	2658	1416	1724	1560
spike-in_6.5_3.95_12003	84	66	144	137	2353	1456	1542	1419
spike-in_6.5_3.95_12004	74	60	54	134	1759	1159	1050	1103
spike-in_6.5_3.95_12005	71	79	139	187	2270	1727	1959	1486
spike-in_6.5_3.95_12006	44	47	63	107	1445	957	856	887
spike-in_6.5_3.95_12007	71	78	67	42	1316	850	952	945
spike-in_6.5_3.95_12008	82	91	118	135	2285	1282	1513	1368
spike-in_6.5_3.95_12009	104	85	130	174	2685	1661	1914	1506
spike-in_6.5_3.95_12010	60	52	76	88	1444	981	875	997
spike-in_6.5_3.95_12011	56	74	130	135	2142	1400	1180	1256
spike-in_6.5_3.95_12012	152	53	81	67	1844	1329	1195	1226
spike-in_5.5_0.75_12013	40	61	55	22	103	82	57	55
spike-in_5.5_0.75_12014	38	34	46	34	127	48	36	40
spike-in_5.5_0.75_12015	22	45	50	42	78	74	54	55
spike-in_5.5_0.75_12016	58	27	34	12	81	53	57	34
spike-in_5.5_0.75_12017	39	42	53	80	146	56	90	64
spike-in_5.5_0.75_12018	45	34	67	53	113	64	92	62
spike-in_5.5_0.75_12019	34	40	38	70	90	78	61	72
spike-in_5.5_0.75_12020	41	32	66	58	125	73	70	63
spike-in_5.5_0.75_12021	39	41	47	27	85	82	52	48
spike-in_5.5_0.75_12022	66	38	44	79	143	136	49	61
spike-in_5.5_0.75_12023	31	18	39	40	71	42	88	19
spike-in_5.5_0.75_12024	42	32	28	44	96	34	49	68
spike-in_5.5_0.75_12025	37	24	35	30	45	66	54	45
spike-in_5.5_0.75_12026	40	56	24	24	82	62	46	55
spike-in_5.5_0.75_12027	27	20	50	51	82	50	68	46
spike-in_5.5_0.75_12028	73	43	71	37	131	91	79	69
spike-in_5.5_0.75_12029	22	40	58	51	110	62	70	54
spike-in_5.5_0.75_12030	18	30	38	68	92	61	67	45
spike-in_5.5_0.75_12031	37	28	33	42	86	62	48	46
spike-in_5.5_0.75_12032	33	40	77	59	114	79	78	80
spike-in_5.5_0.75_12033	49	42	62	35	124	76	53	61
spike-in_5.5_0.75_12034	37	46	41	78	88	105	97	58
spike-in_5.5_0.75_12035	52	39	43	28	102	77	68	38
spike-in_5.5_0.75_12036	57	58	76	49	128	110	89	85
spike-in_5.5_0.75_12037	55	53	53	49	143	68	87	46
spike-in_5.5_0.75_12038	28	44	44	29	71	56	64	59
spike-in_5.5_0.75_12039	81	41	63	61	142	95	81	94
spike-in_5.5_0.75_12040	57	18	63	55	130	58	82	48
spike-in_5.5_0.75_12041	46	36	64	36	70	108	76	52
spike-in_5.5_0.75_12042	42	42	74	64	145	92	75	77
spike-in_5.5_0.75_12043	33	52	48	46	107	60	65	76
spike-in_5.5_0.75_12044	32	30	58	58	94	57	79	66
spike-in_5.5_0.75_12045	44	34	75	90	159	89	81	97
spike-in_5.5_0.75_12046	35	28	30	44	66	43	72	46
spike-in_5.5_0.75_12047	66	31	66	73	137	61	113	87
spike-in_5.5_0.75_12048	42	33	77	54	151	43	80	67
spike-in_5.5_0.75_12049	63	58	38	62	140	97	65	64
spike-in_5.5_0.75_12050	24	26	42	60	109	71	43	40
spike-in_5.5_0.75_12051	34	44	33	31	92	53	42	53
spike-in_5.5_0.75_12052	36	39	39	11	87	26	49	46
spike-in_5.5_0.75_12053	52	27	55	68	142	76	59	67
spike-in_5.5_0.75_12054	82	37	50	62	168	103	68	60
spike-in_5.5_0.75_12055	36	24	40	38	71	54	61	51
spike-in_9.5_2.85_12056	1024	890	894	549	7870	5655	5723	4947
spike-in_9.5_2.85_12057	506	815	378	620	5495	3974	3544	3641
spike-in_9.5_2.85_12058	1218	916	1087	713	9724	6758	7640	4926
spike-in_9.5_2.85_12059	748	715	913	747	7697	4956	5043	4680
spike-in_9.5_2.85_12060	823	643	1123	992	8788	5620	5876	5614
spike-in_9.5_2.85_12061	869	734	1149	1054	9292	5566	6303	5680
spike-in_9.5_2.85_12062	461	394	683	690	5335	3427	3462	3615
spike-in_9.5_2.85_12063	643	559	998	1069	7096	5727	5661	4995
spike-in_9.5_2.85_12064	495	358	661	575	5163	3345	3231	3008
spike-in_9.5_2.85_12065	946	558	1040	997	8287	5807	5268	5378
spike-in_9.5_2.85_12066	471	402	633	632	5571	3583	3348	3339
spike-in_9.5_2.85_12067	561	524	894	586	6346	3914	4207	4239
spike-in_9.5_2.85_12068	876	756	1046	889	8450	5649	5510	5386
spike-in_9.5_2.85_12069	410	456	745	766	5951	3814	4283	3683
spike-in_9.5_2.85_12070	655	720	1077	992	8477	5780	5240	5538
spike-in_9.5_2.85_12071	789	810	1241	1167	10110	6544	6243	6459
spike-in_9.5_2.85_12072	654	742	942	816	7167	5094	4895	4973
spike-in_9.5_2.85_12073	700	676	1097	937	8546	5230	5667	5559
spike-in_9.5_2.85_12074	837	888	1040	901	9245	5568	6339	6075
spike-in_9.5_2.85_12075	688	587	811	592	6590	4385	4593	4035
spike-in_9.5_2.85_12076	586	449	717	655	6772	3102	4684	2724
spike-in_9.5_2.85_12077	751	718	1215	1197	8518	6572	6658	5716
spike-in_9.5_2.85_12078	871	732	1024	890	9219	5405	6167	5151
spike-in_9.5_2.85_12079	659	595	1018	912	7593	5013	5214	4725
spike-in_9.5_2.85_12080	469	449	721	498	5472	3501	3538	3388
spike-in_9.5_2.85_12081	882	763	1146	1014	9274	6095	6554	5954
spike-in_9.5_2.85_12082	857	780	1341	1013	9811	6306	6951	6245
spike-in_9.5_2.85_12083	816	762	1221	1068	9107	6299	6039	6438
spike-in_9.5_2.85_12084	836	719	988	780	7964	5647	5233	5151
spike-in_9.5_2.85_12085	865	714	892	614	7611	4678	5135	4505
spike-in_9.5_2.85_12086	769	678	941	893	6670	6794	6126	4672
spike-in_9.5_2.85_12087	602	579	969	848	6712	5581	5517	3539
spike-in_9.5_2.85_12088	804	790	1146	661	9074	4954	6951	4089
spike-in_9.5_2.85_12089	572	476	900	781	6742	4482	4626	4320
spike-in_9.5_2.85_12090	753	748	1053	904	8613	5671	5663	5422
spike-in_9.5_2.85_12091	503	430	626	587	5355	3346	3591	3299
spike-in_6.5_1.15_12092	52	41	90	89	193	134	136	139
spike-in_6.5_1.15_12093	122	72	108	127	233	173	336	185
spike-in_6.5_1.15_12094	94	86	94	79	238	171	205	196
spike-in_6.5_1.15_12095	78	48	97	80	245	138	142	151
spike-in_6.5_1.15_12096	87	54	81	51	206	155	122	126
spike-in_6.5_1.15_12097	88	95	149	166	371	267	199	237
spike-in_6.5_1.15_12098	101	88	122	121	306	204	239	182
spike-in_6.5_1.15_12099	73	81	116	102	326	168	143	194
spike-in_6.5_1.15_12100	72	91	37	65	221	107	151	128
spike-in_6.5_1.15_12101	79	78	75	108	261	194	174	155
spike-in_6.5_1.15_12102	109	63	68	76	237	174	155	165
spike-in_6.5_1.15_12103	121	100	137	138	371	193	318	205
spike-in_6.5_1.15_12104	110	92	102	130	293	228	182	243
spike-in_6.5_1.15_12105	45	39	122	80	223	120	139	147
spike-in_6.5_1.15_12106	86	102	122	130	360	226	200	216
spike-in_6.5_1.15_12107	148	101	63	132	345	248	242	175
spike-in_6.5_1.15_12108	54	57	100	98	236	178	174	110
spike-in_6.5_1.15_12109	61	66	86	121	202	223	175	156
spike-in_6.5_1.15_12110	69	49	108	110	267	169	200	138
spike-in_6.5_1.15_12111	125	82	128	102	308	230	210	219
spike-in_6.5_1.15_12112	82	76	102	94	280	176	180	177
spike-in_6.5_1.15_12113	66	52	82	90	243	167	119	130
spike-in_6.5_1.15_12114	130	94	144	70	300	203	236	208
spike-in_6.5_1.15_12115	88	48	147	76	307	160	157	195
spike-in_6.5_1.15_12116	77	69	96	77	253	160	153	140
spike-in_6.5_1.15_12117	77	60	131	115	304	218	162	201
spike-in_6.5_1.15_12118	80	38	100	71	261	116	147	106
spike-in_6.5_1.15_12119	88	46	117	135	355	143	233	134
spike-in_6.5_1.15_12120	57	52	106	111	251	134	148	176
spike-in_6.5_1.15_12121	113	88	105	67	273	163	219	184
spike-in_6.5_1.15_12122	74	88	94	64	257	160	169	122
spike-in_6.5_1.15_12123	56	67	92	121	344	182	104	144
spike-in_6.5_1.15_12124	94	86	86	188	367	216	224	222
spike-in_6.5_1.15_12125	104	86	129	75	318	191	212	179
spike-in_6.5_1.15_12126	54	35	82	88	213	114	130	109
spike-in_6.5_1.15_12127	71	77	143	128	349	167	250	177
spike-in_6.5_1.15_12128	99	113	116	152	400	228	204	221
spike-in_6.5_1.15_12129	66	71	108	89	213	173	177	181
spike-in_6.5_1.15_12130	106	68	146	101	286	224	230	184
spike-in_6.5_1.15_12131	39	59	104	137	262	191	180	144
spike-in_10.5_3.05_12132	1327	1162	1901	1492	16164	10487	10767	10791
spike-in_10.5_3.05_12133	1326	1185	1758	1329	16379	9716	11150	9127
spike-in_10.5_3.05_12134	1388	1479	1907	1666	18162	11563	11493	11794
spike-in_10.5_3.05_12135	1414	1282	2398	1875	18911	12821	12428	13055
spike-in_10.5_3.05_12136	1406	1107	1722	1540	16060	10438	10967	9358
spike-in_10.5_3.05_12137	1280	1205	1955	1800	16991	11937	12341	10603
spike-in_10.5_3.05_12138	1624	1418	2231	1926	18071	15997	14046	12855
spike-in_10.5_3.05_12139	1333	1161	2512	1782	19509	12484	13363	11309
spike-in_10.5_3.05_12140	910	851	1463	1579	13713	8923	9288	8900
spike-in_10.5_3.05_12141	1121	1032	1897	1807	14799	11842	12239	8944
spike-in_10.5_3.05_12142	2029	1619	2315	1948	22380	14929	15075	13893
spike-in_10.5_3.05_12143	1205	1124	1759	1638	17153	9879	11898	9372
spike-in_10.5_3.05_12144	1212	1029	1328	972	12965	8198	8603	8133
spike-in_10.5_3.05_12145	1507	1286	2315	1965	20070	12548	13655	11854
spike-in_10.5_3.05_12146	869	834	1509	1346	12633	8111	9093	7114
spike-in_10.5_3.05_12147	2089	1631	1858	1362	16758	14321	13503	11152
spike-in_10.5_3.05_12148	1334	1274	1989	1931	17631	12173	12566	10962
spike-in_10.5_3.05_12149	1418	1296	2027	1371	17076	10742	11777	10390
spike-in_10.5_3.05_12150	1298	1131	1986	1817	17509	11679	12164	11486
spike-in_10.5_3.05_12151	1235	1009	1528	1232	14416	8397	10441	8198
spike-in_10.5_3.05_12152	1166	895	1459	895	12364	9329	8883	7037
spike-in_10.5_3.05_12153	1013	859	1773	1386	14407	9997	9067	9322
spike-in_12.5_1.05_12154	5832	5146	8604	7777	18586	13898	13338	11826
spike-in_12.5_1.05_12155	3959	3266	5262	4178	11593	7514	8623	6406
spike-in_12.5_1.05_12156	4382	3656	6020	5038	13260	8640	8662	8582
spike-in_12.5_1.05_12157	3850	3374	5524	4268	12761	7468	8797	6099
spike-in_12.5_1.05_12158	7571	6676	7712	4249	18419	12319	11990	11822
spike-in_12.5_1.05_12159	7015	5267	5700	4572	13489	11882	11590	9154
spike-in_12.5_1.05_12160	5762	4632	5025	4004	12883	8561	9255	8612
spike-in_12.5_1.05_12161	6311	5873	9580	6994	20124	12603	13189	12203
spike-in_12.5_1.05_12162	5576	4762	7042	5425	15996	10043	10684	10010
spike-in_12.5_1.05_12163	4365	4037	6405	4970	14228	8504	9882	8335
spike-in_12.5_1.05_12164	4044	3700	6434	5513	13336	9266	8749	8691
spike-in_12.5_1.05_12165	5233	3823	4284	3051	11681	7238	7819	6881
spike-in_12.5_1.05_12166	4652	4326	6863	5462	15820	9355	11324	8184
spike-in_12.5_1.05_12167	5385	4442	6330	4992	14933	9301	10309	9952
spike-in_12.5_1.05_12168	6596	5192	6145	4309	16690	9295	11700	9073
spike-in_12.5_1.05_12169	4223	3793	5430	4042	11937	8453	9308	6099
spike-in_7.5_4.75_12170	82	128	160	142	5235	2520	3636	2365
spike-in_7.5_4.75_12171	217	159	182	179	5970	5052	5172	4329
spike-in_7.5_4.75_12172	80	112	248	299	7254	5023	3670	4290
spike-in_7.5_4.75_12173	98	121	173	225	5822	3533	4013	3235
spike-in_7.5_4.75_12174	152	249	195	201	7379	4692	4686	4762
spike-in_7.5_4.75_12175	107	83	165	217	4472	4074	4378	2757
spike-in_7.5_4.75_12176	173	159	163	167	5804	4080	4116	3793
